Year,LogSalePrice,SqftLot,SqftAbove,SqftBasement,SqftLawn,Floors,Bedrooms,Bathrooms,Kitchens,Condition,Grade,OnlineGrade,YearsSince1900Built
2014,14.22097567,7199,2870,990,307,2,4,3.25,1,3,9,7.8,105
2014,12.7367009,20277,1500,880,4252,1,4,3,0,3,8,7.5,99
2014,12.42901618,11658,1370,0,4639,1,3,1,0,4,6,7.6,58
2014,13.12226337,3000,1430,400,1283,1.5,3,1,1,3,7,7,26
2014,13.85280634,13296,1440,0,1258,1,4,1.75,0,4,8,8.1,67
2015,13.52782849,17200,1540,970,8836,1,4,2.5,0,4,9,8.5,77
2015,13.68197917,256132,3230,0,83970,2,4,2.5,1,3,9,7.8,106
2015,13.42690257,7210,1670,0,5112,1,3,1.75,0,5,8,9.3,67
2014,12.79385931,4200,780,0,0,1,2,1,0,3,6,6.7,20
2014,12.77959134,16552,1720,0,4646,1,3,1,0,4,7,7.6,71
2014,13.35664467,10087,1520,740,0,1,5,2.5,0,3,8,7.5,67
2014,12.76568843,9375,1480,0,4871,1,3,1.75,0,4,7,8.2,57
2014,13.80546022,3900,2050,500,0,2,3,4,1,3,8,7.6,40
2015,14.31628585,881654,3920,0,291386,3,4,3.25,2,3,11,8.5,102
2014,13.08362255,8269,2286,0,1785,2,4,2.5,1,3,8,7.2,102
2014,13.09190417,5412,900,600,1471,1,3,2.5,0,5,7,9,20
2015,13.07527177,4960,1740,0,0,2,3,2.5,1,3,8,7.2,92
2014,13.23569206,9000,1440,1440,2564,1,5,2.5,0,5,8,8.9,66
2014,13.30468493,9350,1340,1260,2751,1,6,3,0,4,8,8.4,63
2014,13.34149891,23760,2190,1130,2953,2,5,2.75,1,4,8,8.2,75
2015,12.92391244,2128,1660,0,0,2,2,2.25,1,4,8,8.1,74
2015,12.67043539,3644,1990,0,218,2,3,2.5,1,3,7,6.7,110
2014,12.57418197,8424,1680,0,2150,1,3,2,0,3,7,6.9,93
2014,12.47990931,7775,1570,0,1253,2,3,1.75,1,3,7,6.7,82
2014,12.3883942,4825,1150,0,697,1,3,1,0,4,6,7.5,57
2015,12.54788773,7500,1270,0,3047,1,3,1,0,3,7,7.1,53
2014,13.28313097,1710,1640,250,1710,2,3,3.5,1,3,8,7.1,99
2014,13.08569939,1248,1180,170,1248,2,2,2.25,1,3,7,7.4,100
2015,13.09190417,9500,1650,0,2700,1,3,1.75,0,3,8,7.3,67
2015,12.64109656,11480,1450,0,1392,2,3,2.5,1,3,7,6.9,90
2014,12.30591798,7350,1140,500,791,1,3,2.25,0,3,7,6.9,84
2014,13.45883561,8398,2030,0,3776,2,3,2.5,1,4,9,8.4,75
2014,12.9275643,7740,1360,1060,0,1,5,3,0,5,7,8.8,29
2014,12.56024446,10505,2770,0,4415,2,4,3.5,1,3,8,7,40
2014,12.88664104,7931,1160,820,4055,1,4,3,0,4,7,7.9,83
2014,12.37981585,7926,1460,0,1266,1,2,1.75,0,4,7,8,87
2015,13.42984808,8064,1160,450,944,1,3,2.5,0,4,7,7.7,81
2014,12.20582261,10057,1010,0,4984,1,2,1,0,3,6,6.8,61
2014,13.54763111,4000,2000,760,344,2,4,3.5,1,3,8,7.4,26
2014,13.15192218,4960,1060,0,173,1,2,1,0,3,7,6.8,26
2014,13.06048797,8000,1510,0,654,1,3,1.5,0,4,7,7.5,56
2014,12.70684793,4000,780,100,301,1,2,1,0,3,6,6.6,37
2015,12.55672952,9375,1550,600,1929,1,3,2.5,0,3,8,7.6,68
2014,12.59473064,8125,1150,510,0,1,3,2.5,0,3,7,6.8,99
2015,13.22672339,10987,1440,720,0,1,4,2.5,0,4,8,8.2,81
2014,12.76568843,8162,1370,0,2183,1.5,3,1,1,3,6,7,49
2014,12.3883942,5818,1140,320,2186,1,3,2.25,0,3,7,6.9,86
2015,12.94777187,7000,1450,0,2670,1,3,1.5,0,3,7,7,55
2015,13.17685156,6300,1560,0,184,1,3,2,0,3,7,7.1,24
2015,13.08362255,9869,1240,1240,3399,1,4,2.5,0,4,8,8.4,63
2014,12.62708296,5995,740,0,4045,1,2,1,0,4,7,8,49
2015,13.48003782,12171,2927,0,2765,2,4,2.5,1,3,10,8.2,98
2014,13.51298554,12005,2260,0,2702,1,4,2.75,0,4,8,8.4,56
2014,12.27839331,9405,1240,0,197,1,3,1.5,0,4,7,7.8,66
2014,12.61153775,10812,2040,0,5369,1,6,2,0,4,5,7.1,43
2014,12.75419405,8100,880,390,4537,1,3,1.75,0,3,6,6.6,50
2015,13.06685067,37193,2780,1590,10790,2,4,3.5,1,3,8,7.5,96
2015,13.12236338,6120,1700,0,3413,1,3,1.75,0,3,7,7,52
2014,13.52782849,7632,1300,0,899,1,2,1.5,0,3,7,7,43
2014,13.16139176,9350,1820,0,4116,1,4,2,0,4,8,8.2,67
2014,12.84397135,6171,880,0,2354,1,2,1,0,4,7,7.8,49
2014,12.65873936,12381,1870,0,5338,1,3,1.75,0,4,8,7.8,57
2015,13.12226337,9315,1350,0,3007,1,3,1.5,0,3,7,7.2,68
2014,14.36651797,7700,3650,1220,0,2.5,5,3.5,1,5,10,9.9,29
2015,13.3534751,38794,2460,0,12185,2,3,2.5,1,3,9,7.8,99
2014,12.79385931,6417,1720,0,2469,1,4,1.5,0,3,7,7,53
2014,13.03898177,19877,1570,1160,7522,1,2,1.5,0,4,8,8.1,76
2014,12.79663324,4046,1100,0,1087,1.5,3,1,1,4,6,7.5,22
2014,13.47779755,9845,1810,0,797,1,3,2.25,0,4,8,8.3,59
2014,13.00582956,3150,930,0,0,1,2,1,0,5,6,8.5,18
2014,12.62806706,131551,1590,0,40627,1,4,1.5,0,4,7,7.7,66
2015,14.173185,9204,1480,1230,2282,1.5,3,2.75,1,3,9,7.6,75
2015,12.31043266,8400,1460,0,7480,1,3,1,0,4,6,7.4,62
2015,13.142166,4499,2740,660,0,2,5,3.25,1,3,8,7.3,105
2014,13.12236338,11440,2920,0,5521,2,5,3,1,3,8,7.2,103
2014,13.31298374,3600,910,0,0,1,2,1,0,4,7,7.7,9
2014,12.88156489,10720,1320,0,2164,2,3,2,1,3,8,7.3,81
2014,13.49392693,5170,2490,0,667,2,4,2.5,1,4,9,8.6,100
2014,12.67607627,11646,1270,950,2215,1,3,1.75,0,3,7,6.7,50
2014,12.25486281,7840,1130,0,1733,1,4,1.5,0,4,7,7.7,70
2014,12.94777187,5767,2750,0,3161,2,4,2.5,1,3,9,7.6,105
2015,12.92391244,4447,2240,0,0,2,4,2.5,1,3,7,6.9,106
2014,13.48839442,10440,1540,1140,2850,1,3,2.25,0,3,8,7.1,63
2014,13.31298374,5500,1270,0,1324,1.5,2,2,1,4,8,8.2,21
2014,13.5116991,5500,1520,0,1069,1.5,3,1.75,1,5,7,9.1,36
2015,13.49392693,12000,2480,0,4115,2,6,3,1,3,8,7.2,72
2014,12.44901882,20954,960,0,8403,1,2,1,0,3,7,6.9,77
2015,12.62148808,873,1340,0,0,3,3,2.25,2,3,8,7.3,109
2014,12.88651445,7700,1090,0,0,1,3,2.5,0,4,7,7.7,57
2014,13.18063229,5580,1830,410,2785,2,4,3,1,5,7,8.9,49
2014,13.07107008,8700,2260,1480,2347,1,4,2.5,0,3,10,8,104
2014,12.4292162,8100,1800,0,2057,2,4,2.5,1,3,7,6.7,98
2014,12.10071213,3540,780,0,358,1,3,1,0,2,6,5.4,20
2014,13.00245308,4140,930,400,996,1,2,1,0,4,7,7.8,19
2014,12.87390202,76877,1900,0,26508,1,4,2,0,3,8,7.5,104
2015,12.97154049,7650,1100,470,0,1,4,1.75,0,3,7,7.1,75
2015,13.03898177,7260,3100,0,2346,2,5,4.5,1,3,8,7.1,63
2015,13.39999511,3785,2190,550,2539,2,3,3.5,1,3,9,7.4,101
2014,13.15192218,10939,1200,370,1850,1,3,1.75,0,3,8,7.4,74
2015,13.0867362,6490,1330,0,3381,1,3,2,0,4,7,7.9,54
2014,12.62806706,2980,1140,0,0,2,2,1.5,1,3,7,6.9,88
2014,13.635187,4000,1550,0,0,1.5,4,2.75,1,3,9,8,30
2014,12.37581542,7952,1290,0,2336,1,3,2,0,3,7,7,98
2014,13.00582956,2001,1510,0,1251,2,2,1.5,1,4,8,8.2,85
2015,13.47302025,8000,1360,1360,0,1,4,2.5,0,4,7,7.9,55
2014,12.10071213,5700,840,0,2624,1,3,1,0,4,5,6.9,45
2014,12.54260559,8770,1850,0,775,2,3,2.5,1,3,8,7.3,96
2014,12.98654365,11173,2290,0,3716,2,4,2.5,1,4,8,8.2,88
2014,14.04264613,7535,3200,0,1372,2,4,2.5,1,3,9,8.1,106
2014,12.94800999,9800,1300,500,0,1,3,2.25,0,4,7,7.8,59
2014,12.23076526,7467,860,0,348,1,3,1,0,3,6,6.7,44
2014,13.25339164,10203,1680,300,0,1,3,1.5,0,4,7,7.9,46
2014,13.24458101,7102,1070,1070,1840,1,4,1.75,0,4,7,8,48
2014,12.56723749,7500,1550,860,0,1,2,2.5,0,3,7,6.9,78
2014,12.46843691,7276,1010,640,2472,1,4,1.75,0,3,7,6.8,77
2015,13.06048797,7276,1010,640,0,1,4,1.75,0,3,7,7,77
2014,13.45883561,9916,2410,0,3602,2,3,2.5,1,4,10,8.8,89
2015,12.42520818,7500,1520,0,3586,1,3,1.75,0,3,8,7,85
2014,13.2498767,3520,1070,980,400,1,3,1.75,0,4,7,7.9,77
2014,13.12236338,4011,1720,0,1683,1.5,4,1,1,4,7,7.9,4
2014,12.78828827,8775,1270,1120,576,1,5,2.5,0,4,7,7.7,80
2014,12.32385568,6755,1680,0,508,2,3,2.5,1,3,8,7.1,94
2015,12.52634291,7246,1060,0,1701,1,3,1,0,4,6,7.4,81
2015,13.11231304,3150,1860,0,3150,2,3,2.5,1,3,8,7.6,101
2015,13.53949352,5000,960,790,3923,1,5,2.25,0,3,8,7.6,40
2015,12.54254488,8165,1480,0,2306,1,3,1.75,0,4,7,7.7,85
2015,12.84924146,7361,1900,0,2014,2,3,2.5,1,3,8,7.2,94
2014,14.97866137,8856,4760,1450,2909,2.5,7,4.5,1,5,11,10,10
2014,12.46843691,12888,1090,350,5053,1,3,1.75,0,3,7,6.8,58
2014,13.3534751,1502,1910,0,0,3,4,2.5,2,3,8,7.4,114
2014,13.68197917,4000,1210,800,0,1,3,2,0,5,7,8.9,15
2015,13.03353216,4600,960,0,1060,1.5,3,1,1,4,6,7.4,27
2014,13.71015004,5500,1240,0,2741,1,2,1,0,3,7,7.4,54
2014,12.36734079,6450,740,130,0,1,2,2,0,4,6,7.4,54
2014,12.92391244,45738,1400,0,16399,2,3,2,1,4,8,8.1,81
2014,12.77987307,9600,1230,620,6436,1,3,3,0,3,7,6.8,81
2014,14.07787482,6002,3180,1090,2513,2,4,4,1,3,10,8.1,104
2014,13.05515463,8512,1130,1130,4813,1,3,1.75,0,3,7,7,48
2014,13.12236338,7350,2690,0,639,1.5,4,4.5,1,5,7,8.8,49
2015,13.81049802,9550,2530,250,4235,2,4,3.5,1,5,10,9.8,78
2014,12.53177279,8144,1140,0,2722,1,3,1,0,3,7,7,56
2014,13.3534751,9680,1990,910,0,2,4,2.25,1,3,7,7.2,47
2014,13.35029545,11795,1710,1120,4505,1,5,2.75,0,4,7,8.2,60
2014,13.39239051,46786,2560,0,15111,2,5,2.5,1,3,8,7.6,95
2015,12.04355372,9900,940,300,1597,1,2,1,0,3,7,6.9,50
2014,12.7728059,10750,2100,0,5292,1,4,2.5,0,4,8,8.4,67
2015,13.32937755,34040,3120,0,9294,2,4,2.75,1,3,9,7.6,97
2014,12.01370075,6600,970,0,0,1,3,1,0,3,7,7,65
2014,12.40287222,15188,2300,0,3733,2,4,2.5,1,4,7,7.9,66
2014,12.62478298,676,850,100,676,2,2,1.5,1,3,7,6.7,103
2014,12.81855192,5195,1210,900,705,1,3,1.5,0,3,7,7,59
2014,13.56698509,4298,2990,0,0,2,4,2.75,1,3,9,7.6,114
2014,13.31298374,48788,1520,1420,13786,1,4,2.25,0,5,7,8.8,61
2014,12.58621995,8709,1860,0,1074,2,4,2.5,1,3,8,7.1,94
2015,13.12237738,6050,910,910,1410,1,2,1.75,0,3,7,7.3,50
2015,13.01700064,4947,1950,0,1848,2,4,2.5,1,3,8,7.5,100
2014,12.77987307,7867,1890,0,3119,2,4,2.5,1,3,8,7.4,96
2014,12.46071486,7199,1710,1000,1888,1,4,3,0,4,7,7.8,67
2014,12.84792653,20181,1090,1060,4447,1,4,2.25,0,3,7,6.8,63
2014,13.38472764,57499,1880,1840,18975,1,4,3,0,3,9,7.3,103
2015,13.03134398,11780,2580,0,2844,2,4,2.5,1,3,9,7.7,103
2014,12.46824458,10212,1540,0,6660,1.5,4,2,1,5,7,8.5,48
2014,11.71993963,6600,1050,0,537,1.5,2,1,1,3,6,6.4,64
2014,13.16158409,1250,1210,0,0,3,3,2.25,2,3,8,7.3,114
2015,13.13429195,12000,1300,740,2592,1,4,2.25,0,4,7,8,63
2014,12.95984445,4800,980,0,0,1.5,3,1,1,3,7,6.9,26
2014,12.98997419,6840,1990,0,2024,2,5,2.5,1,4,7,8,74
2015,14.21428668,18480,2420,0,5380,1,4,2.5,0,4,9,8.9,67
2014,12.8346813,3000,1040,200,0,1,4,2,0,3,7,7.1,8
2015,12.72932079,6600,1240,290,0,1,3,2.25,0,4,7,7.8,68
2014,12.61153775,7700,1450,630,1380,1,4,2.25,0,3,7,6.7,68
2014,13.34870182,5425,3570,0,1007,2,5,3.25,1,3,7,7,105
2014,14.15198279,6907,3450,780,0,2,5,4.25,1,3,10,7.7,108
2015,13.42206048,10160,2700,0,1316,2,4,2.5,1,3,9,7.5,88
2014,12.69158046,7000,1280,920,358,1,3,2.75,0,4,7,7.8,77
2015,12.34583459,12538,1210,0,3352,2,5,2,1,3,7,6.8,82
2014,13.09190417,43124,1220,920,13938,1,5,1.75,0,4,7,8,62
2014,12.66032792,8400,2740,0,5003,1.5,4,2.5,1,3,8,7.3,93
2015,13.23569206,1193,1370,0,0,3,3,2.75,2,3,8,7.3,103
2014,13.00357984,7198,2800,0,2088,2,4,3,1,3,8,7.4,102
2015,12.69158046,7488,1060,0,3596,1,3,1.5,0,5,7,8.6,77
2014,11.67949866,7153,790,0,0,1,2,1,0,4,6,7.5,44
2015,12.26434155,7153,790,0,3450,1,2,1,0,4,6,7.5,44
2015,12.96897907,5056,2820,0,0,2,4,2.5,1,3,9,7.3,106
2015,13.142166,9600,1850,0,1442,1,3,2,0,3,7,7.1,68
2014,12.93844054,9762,1110,0,0,1,3,1.5,0,4,7,7.3,63
2014,13.76421726,438213,3230,0,141929,2,4,3,1,3,9,7.7,99
2015,12.22587527,7140,980,480,861,1,3,1.5,0,4,7,7.7,80
2014,13.68540187,13421,3480,0,609,2,4,2.5,1,3,11,8.6,95
2014,13.85952744,4000,2970,590,903,3,4,3,2,3,9,7.8,96
2015,12.76568843,5551,840,0,2728,1,2,1,0,3,6,6.4,52
2014,13.39923725,5500,1620,200,0,1,3,1.75,0,4,8,8.3,57
2015,12.88664104,15200,1120,510,5747,1,3,2.5,0,3,7,7,88
2014,12.64093473,8562,1920,0,0,2,4,2.5,1,4,7,8,94
2015,12.92391244,2550,1750,0,0,1,3,2,0,3,7,6.6,55
2014,13.47302025,7500,1630,1120,2361,1,4,3,0,5,8,9,66
2015,12.07254125,8685,620,0,2132,1,1,1,0,4,5,6.9,76
2015,13.13981029,10098,1140,580,5907,1,3,2,0,4,8,8.5,81
2014,13.31529511,5000,1500,300,114,1.5,3,3,1,3,8,7.3,29
2014,12.40942157,7958,1300,0,5392,1,3,1.75,0,3,7,6.8,96
2015,13.19932442,14876,1320,650,4470,1,3,2.5,0,3,7,6.9,81
2015,12.9360338,9046,1740,0,2184,1,3,1.5,0,3,7,6.7,56
2015,13.05942358,13041,1180,750,7023,1,4,2.75,0,4,8,8.2,80
2014,12.18075484,14777,1190,0,2365,1,3,1.75,0,4,7,7.6,65
2014,14.29484551,12281,3020,1230,415,2,4,3.25,1,3,12,8.7,96
2014,14.18707411,24603,4360,0,7000,2,4,3.5,1,3,12,8.8,98
2014,13.99783211,16622,2410,1010,1982,1,3,2.5,0,3,10,8,91
2014,13.87848536,9800,4260,0,3468,2,4,3.75,1,3,10,8.2,108
2015,13.22762389,10000,920,0,4927,1,2,1,0,4,7,8,81
2015,12.99453001,4000,1040,0,9,1,3,1,0,3,7,7,50
2015,13.09190417,7250,960,300,107,1,3,1,0,3,7,6.9,40
2014,13.44878528,12028,2460,0,7329,2,3,2.5,1,3,9,7.8,96
2014,12.59473064,3386,830,0,1332,1,3,1,0,3,6,6.4,42
2015,13.45883561,10650,1050,1010,2049,1,3,2.5,0,5,8,9.2,76
2014,13.55089376,9374,1560,650,3147,1,2,1.75,0,4,8,8.4,51
2014,13.59236701,189050,5140,340,60502,2,6,4.25,1,4,10,8.9,91
2014,12.99453001,217800,1860,0,70608,2,3,2,1,3,8,7.4,98
2014,13.30468493,187313,1350,0,59586,1,3,2.5,0,4,7,8.1,97
2014,13.96393056,5450,1930,860,230,2,4,2.5,1,3,10,8.1,25
2014,13.13429195,8210,1150,420,1650,1,2,1,0,4,8,8.3,52
2015,13.07096481,15400,1130,900,1662,1,4,1.75,0,3,9,7.7,75
2014,13.39086263,5500,1320,1250,0,1,3,2.5,0,4,7,7.9,61
2014,13.47302025,6000,1000,210,2064,1,2,1,0,4,7,8.1,42
2014,13.33747476,7845,1030,500,0,1,4,2.25,0,4,7,7.8,81
2014,12.87390202,10827,1510,0,3981,2,3,2,1,3,7,6.7,84
2014,13.21767356,9600,1220,500,5034,1,3,2.25,0,4,7,8.2,67
2014,12.77422334,7021,1390,800,0,1,3,1.75,0,4,7,8,53
2014,13.04979268,47958,1660,1370,15578,1,4,2.5,0,3,8,7.3,80
2015,12.54218768,6600,1410,0,2660,1,3,2,0,4,7,7.9,90
2014,13.45883561,577605,1679,0,192543,2,2,1.75,1,3,9,7.5,101
2014,12.88664104,10350,1430,550,4753,1,4,1,0,4,7,7.8,68
2014,12.8346813,9428,1900,0,3378,2,4,2.5,1,3,8,7.1,78
2014,13.21220408,2800,1200,520,0,1.5,4,1,1,4,7,8,26
2015,13.17115354,10277,1640,840,5164,2,5,3.25,1,5,8,9.1,93
2014,12.56024446,4731,1210,0,4023,1.5,3,1,1,3,7,6.9,1
2014,13.25339164,4025,1190,350,2283,1,2,1.75,0,4,7,8,8
2015,12.92147044,9168,2740,0,1546,2,3,2.5,1,3,9,7.4,91
2014,12.46843691,4381,1811,0,0,2,4,2.5,1,3,8,6.9,107
2014,12.75995776,7697,2120,600,3716,1,4,2.5,0,4,8,8,87
2014,12.87133462,9800,1520,0,1363,1.5,4,1,1,4,7,7.8,71
2014,13.00582956,7200,1220,940,0,1,4,2.75,0,4,7,7.7,76
2014,12.89921983,4602,930,460,627,1,3,1.75,0,3,7,7.1,81
2014,12.6181823,7895,1740,0,4711,2,4,2.5,1,3,7,7.1,99
2014,13.58986388,9588,2849,0,4618,2,3,2.5,1,3,10,8.2,101
2014,12.72188581,8842,840,600,6041,1,2,1,0,3,7,6.9,50
2015,13.27936713,6892,3000,0,3221,2,4,2.5,1,3,8,7.1,105
2015,14.73180129,24354,3330,0,6776,1,4,4,0,4,10,9.2,61
2014,13.22672339,2300,860,860,0,1,4,2.25,0,3,7,7.1,40
2014,14.94691267,13085,3920,0,3269,2,3,3,1,4,11,9.4,96
2015,12.59473064,3060,1500,0,3050,2,3,2.5,1,3,7,6.7,94
2014,12.4874851,7100,1050,1000,295,1,4,1.5,0,3,7,6.7,63
2015,12.70684793,7275,1180,0,0,1,4,2,0,3,7,6.7,65
2015,12.56374709,5750,1600,0,4763,2,4,1.5,1,4,6,7.5,2
2015,12.62806706,895,1160,100,0,3,3,2.5,2,3,7,6.9,109
2015,13.78505135,5376,1290,0,3680,1,2,1,0,3,6,6.9,45
2015,13.17115354,14157,1460,1220,4184,1,4,2,0,3,8,7.5,66
2014,12.77987307,9750,1280,1090,243,1,3,1.75,0,4,7,7.9,79
2014,13.06038159,8303,1300,1010,0,1,5,2.5,0,3,7,7,75
2014,12.98310131,8800,1450,0,0,1,4,1,0,4,7,7.9,54
2014,12.80353458,7700,2680,0,1498,2,4,2.5,1,4,8,8.1,90
2014,13.29631668,4500,830,200,1196,1,2,1.5,0,3,7,7.4,24
2014,12.52452638,11090,1320,0,5365,1,3,1,0,3,7,7,55
2015,12.59473064,7952,670,0,3402,1,2,1,0,4,6,7.8,42
2015,12.7512997,37089,2670,0,6177,2,3,2.25,1,3,9,7.3,90
2014,13.09190417,47916,2090,350,14813,2,3,2.25,1,3,8,7.3,91
2014,14.03464609,8113,3370,0,0,2,5,2.5,1,3,9,7.7,105
2015,12.7381704,5413,940,0,0,1,2,1,0,3,7,7.1,23
2014,12.54254488,5132,840,260,2986,1,3,1,0,3,6,6.7,48
2014,13.01675394,78408,2520,0,26631,2,3,2.25,1,3,9,7.5,88
2014,13.08777193,4720,820,580,0,1,2,1.75,0,4,7,8.2,27
2014,13.00695253,9360,940,940,233,1,3,1.75,0,4,7,7.8,41
2014,12.84766334,7350,2800,0,3019,2,5,3.5,1,3,7,7.1,95
2014,13.3046016,3080,1810,690,2117,2,4,3.5,1,3,8,7.6,108
2014,12.27839331,5240,810,0,4585,1,3,1,0,3,6,6.6,42
2014,12.47990931,6847,1720,0,682,2,3,2.5,1,3,7,6.6,87
2015,13.24458101,12100,2170,0,5051,1,4,1,0,5,7,9.1,61
2014,13.76421726,258746,3200,1330,84707,1.5,5,3,1,4,9,8.5,103
2014,12.88664104,8320,1440,0,1223,1.5,4,1,1,3,7,7,46
2014,14.24404094,4100,1820,1030,1486,2,4,3.25,1,3,10,8.4,8
2014,13.7343005,14126,1620,1000,4045,1,4,2.5,0,4,8,8.4,41
2014,12.70684793,18778,1676,0,8608,2,3,2.5,1,3,7,6.8,97
2015,14.23750497,35070,4410,1440,10383,2,4,3.75,1,4,12,9.6,90
2014,12.6854076,8329,1910,0,2830,1,3,1.75,0,3,8,7.6,104
2014,13.22491997,4996,1670,0,381,1,2,2,0,3,8,7.4,104
2015,13.12236338,11454,2050,0,950,1,3,2,0,3,8,7.3,87
2015,13.56061831,16679,2760,970,4449,1,5,3.5,0,3,10,8.1,90
2014,12.7367009,5210,1080,720,0,1,4,1.75,0,5,7,8.8,79
2015,13.23569206,6838,1320,910,1451,1,4,1.75,0,3,7,7.1,85
2015,12.62478298,5298,1670,0,0,2,3,2.5,1,3,8,7.1,102
2014,12.54218768,10800,1400,0,2221,1,3,1,0,3,6,6.5,62
2015,12.66032792,10766,2110,0,1007,2,5,3,1,3,7,6.9,105
2014,13.65181447,6300,2160,0,0,1.5,4,2,1,4,8,8.3,28
2015,12.69158046,14862,1380,1040,2617,1,3,1.75,0,3,8,7.3,77
2014,13.57471207,8808,3320,0,0,2,4,3.5,1,3,9,7.7,105
2014,12.85839783,8160,3220,0,1180,2,5,2.75,1,3,9,7.5,99
2014,13.71789773,6000,1340,0,443,1.5,3,1.5,1,3,9,8,27
2014,13.45883561,23891,2490,0,10054,2,3,2.5,1,3,9,7.3,93
2014,12.50432367,8395,1640,0,1406,1,3,2,0,4,7,7.9,91
2015,12.50246666,7297,1130,290,576,1,3,2.25,0,3,7,6.7,84
2014,13.52776182,123600,3340,0,43967,2,4,2.5,1,3,10,8.1,105
2015,12.69158046,4007,1580,0,0,2,3,2.75,1,3,7,7.1,101
2014,13.9552725,16600,1130,1040,3115,1,3,1.5,0,3,10,7.9,79
2014,12.91410844,7853,1370,0,1964,1,3,1.5,0,4,7,8.1,62
2014,13.38472764,9354,2840,0,3781,2,4,2.5,1,3,10,7.9,90
2014,12.59473064,7500,1940,0,0,1.5,3,1.75,1,4,8,8.4,18
2014,12.8346813,19370,1757,0,6627,1,4,2,0,5,7,8.9,55
2015,12.88664104,5100,980,0,2416,1,2,1,0,4,6,7.5,7
2014,13.31957355,9267,2470,0,3414,2,6,3,1,3,8,7.4,82
2014,13.142166,11950,1210,400,3565,1,3,1.75,0,3,7,6.7,84
2014,12.15477935,11745,1090,500,3235,1,3,2.25,0,3,7,6.8,78
2014,12.4292162,1033,780,0,1033,1,1,1,0,3,7,6.7,22
2014,12.59473064,7450,720,0,0,1,3,1.5,0,1,5,4.7,24
2015,13.51440547,4080,1630,0,1606,1.5,3,1.5,1,4,8,8.2,27
2015,12.6854076,7759,1590,0,0,2,3,1,1,4,7,7.4,12
2015,13.4772367,1850,2020,290,1850,2,3,2.75,1,3,10,7.8,111
2014,13.88316921,6090,2040,280,3463,2,3,1.75,1,3,8,7.6,39
2014,13.03898177,9900,1660,0,1515,2,3,1.75,1,3,8,7.5,78
2015,13.68767719,5000,2070,0,1540,1.5,3,1.75,1,3,8,7.5,20
2015,13.27936713,7000,1250,1250,371,1,4,1.75,0,3,7,6.9,47
2014,12.42901618,8532,940,0,5640,1,2,1,0,4,7,7.8,59
2014,13.01700286,3478,1520,470,2575,2,3,2.5,1,3,10,7.7,90
2014,13.01700286,14096,2620,0,4551,2,3,2.5,1,4,9,8.4,89
2015,14.38931098,7071,3730,0,1427,3,4,3.25,2,3,11,8.5,85
2014,12.76568843,1298,1600,0,1276,3,3,3.25,2,3,8,7,99
2015,12.58621995,3438,2095,0,3438,2,3,2.5,1,3,7,7,108
2014,13.68654018,31747,4230,0,9709,2,4,2.75,1,4,10,8.9,85
2014,13.98440909,7500,1860,1340,183,1.5,4,2.5,1,5,8,9.4,48
2015,13.27936542,17859,1300,750,3984,1,4,2.75,0,4,7,7.8,67
2014,12.81038861,8093,1300,720,3529,1,4,2.75,0,5,7,8.8,61
2015,13.80293178,15760,2000,1270,3286,1,4,2.25,0,4,10,8.7,74
2015,12.61153775,7200,1320,0,3353,1,3,1,0,4,7,8,59
2015,12.60819885,7800,890,380,787,1,2,1.75,0,4,7,7.7,81
2014,13.23569206,2700,1210,770,2110,1.5,4,1.75,1,3,8,7.3,31
2014,13.45166712,51354,2620,0,14911,2,3,2.5,1,3,9,7.7,98
2014,12.79385931,18810,1220,530,6809,1,4,1.75,0,3,7,6.7,77
2014,12.11996995,8892,800,240,5042,1,3,1,0,4,6,7.4,58
2014,12.64754819,3000,1070,830,0,1.5,3,1.75,1,5,7,8.8,3
2014,12.47990931,7210,1660,0,1403,1,3,1.75,0,4,7,7.9,77
2015,12.50246666,7930,1530,0,971,1,3,1.75,0,5,7,8.5,86
2014,14.28551419,9583,4280,0,1105,2,4,3.5,1,3,11,8.5,105
2015,13.24280953,6658,2870,0,3776,2,4,2.5,1,3,8,7.1,104
2014,12.95984445,5612,2540,0,0,2,3,2.5,1,3,9,7.5,99
2014,13.42837641,4480,1780,320,0,1.5,4,2.75,1,4,7,8,28
2014,12.92391244,9300,1740,0,1299,1,3,2,0,4,7,8.1,52
2014,12.7367009,7316,2441,0,3569,2,4,2.5,1,3,8,7.2,107
2015,12.79385931,7200,1030,780,2898,1,3,1.75,0,5,7,8.5,59
2014,13.01700286,44866,2060,0,12483,1,3,1.5,0,3,8,7.4,53
2015,13.22130333,8429,1620,1540,3643,1,4,2.75,0,4,7,8.1,82
2014,12.59133505,12840,2930,0,3176,1.5,4,2,1,4,8,8.2,65
2015,13.40528413,5200,910,400,3147,1,2,1,0,3,7,7.2,46
2014,14.49607896,9097,3580,1220,0,2,6,4.5,1,3,10,8.2,107
2014,12.07487567,5530,1450,0,2202,1,4,1.5,0,4,6,7.4,69
2015,13.03680549,9077,1900,0,1030,2,4,3,1,3,7,7.2,54
2014,12.73655383,5402,1050,0,0,1.5,3,1,1,4,7,8,6
2014,12.88156489,15246,1610,0,6604,1,5,1.75,0,3,6,6.5,36
2014,12.52634291,11400,720,0,3478,1,2,1,0,5,6,8.3,51
2015,13.09190417,9835,1020,0,0,1,3,1,0,5,7,8.6,55
